brewery,beertype,rating,name,ABV
"Franklin's Restaurant, Brewery & General Store",INDIA_PALE_ALE,3.5,Hop Madness,8
"Franklin's Restaurant, Brewery & General Store",INDIA_PALE_ALE,2,Batch 300,8.5
"Franklin's Restaurant, Brewery & General Store",INDIA_PALE_ALE,3.5,Private IPA,7
"Franklin's Restaurant, Brewery & General Store",INDIA_PALE_ALE,4.5,Bitter Markie,8
"Franklin's Restaurant, Brewery & General Store",INDIA_PALE_ALE,4,Sir Hop-a-lot,8.2
"Franklin's Restaurant, Brewery & General Store",INDIA_PALE_ALE,4,Brewmaster Flash And The Furious Five Hops,8
"Franklin's Restaurant, Brewery & General Store",INDIA_PALE_ALE,4.5,Malty Mark And The Hoppy Bunch,8.2
"Franklin's Restaurant, Brewery & General Store",INDIA_PALE_ALE,3.5,Belgeastie Boys,8
"Franklin's Restaurant, Brewery & General Store",INDIA_PALE_ALE,3.5,Double Barrel IPA,8
Davidson Brothers Restaurant & Brewery,INDIA_PALE_ALE,3,Magnum IPA,6.4
Davidson Brothers Restaurant & Brewery,INDIA_PALE_ALE,2.5,Double Hop IPA,7
Walldorff Brewpub and Bistro,INDIA_PALE_ALE,4,Hopnoxxxious IPA,7.5
Walldorff Brewpub and Bistro,INDIA_PALE_ALE,3,Harvest Ale #3,6.2
A.J.I. Beer Inc,INDIA_PALE_ALE,3.5,Minoh IPA,6.5
Tallgrass Brewing Company,INDIA_PALE_ALE,4,Tallgrass Oasis,7.2
Tallgrass Brewing Company,INDIA_PALE_ALE,4,Lil' Kim,6.3
The Mash Tun,INDIA_PALE_ALE,3.5,Portside IPA,7.1
Turtle Mountain Brewing Company,INDIA_PALE_ALE,4.5,IPA3 Aka Cubed,8.2
Turtle Mountain Brewing Company,INDIA_PALE_ALE,4.5,TMBC IPA,5.8
Motor City Brewing Works,INDIA_PALE_ALE,2,Motor City 120W-60,7.2
New Glarus Brewing Company,INDIA_PALE_ALE,4,Hop Hearty Ale,6.1
New Glarus Brewing Company,INDIA_PALE_ALE,4,Unplugged Imperial IPA,9
New Glarus Brewing Company,INDIA_PALE_ALE,4,Thumb Print IIPA,9
Le Grimoire,INDIA_PALE_ALE,4,Malt AimÃ©e,7
Micro Cervejaria Falke Bier,INDIA_PALE_ALE,3,Estrada Real IPA,7.5
Breaker Brewing Company,INDIA_PALE_ALE,3,16 Ton IPA,10.6
Breaker Brewing Company,INDIA_PALE_ALE,4,I Love PA,6
Legacy Brewing Co.,INDIA_PALE_ALE,4.5,Duke Of Ale,6.7
Brouwerij De Dochter van de Korenaar,INDIA_PALE_ALE,4,Belle-Fleur,6
Brouwerij De Dochter van de Korenaar,INDIA_PALE_ALE,5,Noblesse Extra Ordinaire,7
Triple Rock Brewery & Alehouse,INDIA_PALE_ALE,4,B-Rad's IPA,7.5
Triple Rock Brewery & Alehouse,INDIA_PALE_ALE,3.5,Hop Grenade,4.8
Triple Rock Brewery & Alehouse,INDIA_PALE_ALE,4.5,IIMAXX Imperial IPA,9
Triple Rock Brewery & Alehouse,INDIA_PALE_ALE,2.5,IPAX India Pale Ale,6.2
Triple Rock Brewery & Alehouse,INDIA_PALE_ALE,3,Sofa King Hoppy Imperial IPA,8.6
Triple Rock Brewery & Alehouse,INDIA_PALE_ALE,3.5,Festivus MiracALE,6.9
Triple Rock Brewery & Alehouse,INDIA_PALE_ALE,4.5,Pre-Invasion,6.8
Triple Rock Brewery & Alehouse,INDIA_PALE_ALE,4,Kannigedda IPA,7.2
Triple Rock Brewery & Alehouse,INDIA_PALE_ALE,3.5,Double IPAX,8
Triple Rock Brewery & Alehouse,INDIA_PALE_ALE,4,Laurel IPA,7.2
Triple Rock Brewery & Alehouse,INDIA_PALE_ALE,4,The Dankness,7.4
Five Seasons Prado,INDIA_PALE_ALE,4,Hopgasm,6.5
Amager Bryghus,INDIA_PALE_ALE,2,Rated XxX,9
Amager Bryghus,INDIA_PALE_ALE,5,Nitro,10
Amager Bryghus,INDIA_PALE_ALE,3.5,Rated XX,9
Amager Bryghus,INDIA_PALE_ALE,3,The Sinner Series - Gluttony,9.4
RJ Rockers Brewing Company,INDIA_PALE_ALE,3.5,Rockhopper IPA,7.5
Cervejaria Colorado,INDIA_PALE_ALE,3.5,Colorado Double Indica,9.5
Cervejaria Colorado,INDIA_PALE_ALE,3.5,Colorado Indica,7
Thirsty Dog Brewing Company,INDIA_PALE_ALE,3.5,II PP AA,8.1
Downton Brewery Company,INDIA_PALE_ALE,4,Chimera India Pale Ale,6.8
Mohawk Brewing Company,INDIA_PALE_ALE,3.5,Mohawk Extra India Pale Ale,7.5
Mohawk Brewing Company,INDIA_PALE_ALE,3.5,Mohawk Summer IPA,6.8
Mohawk Brewing Company,INDIA_PALE_ALE,4,Mohawk Rye IPA,7.5
Speakeasy Ales & Lagers,INDIA_PALE_ALE,4,Agent Orange,7.7
Speakeasy Ales & Lagers,INDIA_PALE_ALE,3.5,The Don,11.1
Speakeasy Ales & Lagers,INDIA_PALE_ALE,3.5,Double Daddy Imperial India Pale Ale,9.5
Weyerbacher Brewing Co.,INDIA_PALE_ALE,4,Diamond (IPA Project #6),6
Weyerbacher Brewing Co.,INDIA_PALE_ALE,4.5,Double Simcoe IPA,9
Weyerbacher Brewing Co.,INDIA_PALE_ALE,4,Hops Infusion,6.2
Weyerbacher Brewing Co.,INDIA_PALE_ALE,4.5,Mango Double Simcoe,9
Weyerbacher Brewing Co.,INDIA_PALE_ALE,3.5,Marcia! (IPA Project #2),5.5
Weyerbacher Brewing Co.,INDIA_PALE_ALE,3.5,Big Ern's,5.9
Rogue Ales,INDIA_PALE_ALE,4,Brutal Bitter Ale,5.8
Weyerbacher Brewing Co.,INDIA_PALE_ALE,3.5,Unfiltered Double Simcoe IPA,9
Chicago Brewing Company,INDIA_PALE_ALE,4,Hardway IPA,6.8
Weyerbacher Brewing Co.,INDIA_PALE_ALE,3.5,India,7.2
Weyerbacher Brewing Co.,INDIA_PALE_ALE,4.5,Eleven,11.7
Butte Creek Brewing Company,INDIA_PALE_ALE,3,Butte Creek Organic India Pale Ale,6.7
Third Street Aleworks,INDIA_PALE_ALE,4,Bodega Head IPA,6.5
Third Street Aleworks,INDIA_PALE_ALE,4,Bad Santa,7.9
McCoy's Public House,INDIA_PALE_ALE,4,Newcomb's IPA,6.4
Chelsea Brewing Company,INDIA_PALE_ALE,4.5,Henry Hudson IPA,6.6
Chelsea Brewing Company,INDIA_PALE_ALE,3.5,Chelsea New York State Of Mind,6
Amsterdam Brewing Company,INDIA_PALE_ALE,4,Amsterdam Boneshaker IPA,6.5
Chelsea Brewing Company,INDIA_PALE_ALE,3.5,Chelsea West Coast Wet Hop IPA,6.7
Chelsea Brewing Company,INDIA_PALE_ALE,4,Blizzard,6.3
Chelsea Brewing Company,INDIA_PALE_ALE,5,Fritzkrieg Hop IPA,7.8
Chelsea Brewing Company,INDIA_PALE_ALE,2,Chelsea Hop Angel IPA,6.8
Pacific Rim Brewing Co.,INDIA_PALE_ALE,4.5,"Rat City ""Abyss"" Makers Mark Barrel Aged IPA",7
Pacific Rim Brewing Co.,INDIA_PALE_ALE,4,Rat City IPA,7.8
Chicago Brewing Company,INDIA_PALE_ALE,4,Big I.P.A.,6.8
Chicago Brewing Company,INDIA_PALE_ALE,3.5,Imperial I.P.A.,9.6
Chicago Brewing Company,INDIA_PALE_ALE,4.5,India Pale Ale (Big I.P.A.),7
Blitz-Weinhard Brewing Co.,INDIA_PALE_ALE,3.5,Henry Weinhard's India Pale Ale,6
Blitz-Weinhard Brewing Co.,INDIA_PALE_ALE,2.5,Lat 44,6
Alameda Brewhouse,INDIA_PALE_ALE,4.5,El Torero Organic IPA,7.1
Alameda Brewhouse,INDIA_PALE_ALE,4.5,Yellow Wolf Imperial IPA,8.2
Alameda Brewhouse,INDIA_PALE_ALE,3.5,Wasco Indian Summer Ale (ISA),6.3
Wallace Brewing / Orehouse Tasting Room,INDIA_PALE_ALE,5,Vindicator IPA,6
Port City Brewing,INDIA_PALE_ALE,3.5,Monumental IPA,6.3
Half Moon Restaurant & Brewery,INDIA_PALE_ALE,3.5,Bry-PA,7.3
Half Moon Restaurant & Brewery,INDIA_PALE_ALE,3.5,Elwood's IPA,7.1
Buzzards Bay Brewing,INDIA_PALE_ALE,4.5,Horseneck Golden IPA,5.9
Butte Creek Brewing Company,INDIA_PALE_ALE,4.5,Mt. Shasta Rock Hard Ten Imperial IPA,9.1
Butte Creek Brewing Company,INDIA_PALE_ALE,3,Butte Creek Organic Revolution X Imperial IPA,9.1
Butte Creek Brewing Company,INDIA_PALE_ALE,3.5,Fresh Hop Organic Sustainable Harvest IPA,6.6
Butte Creek Brewing Company,INDIA_PALE_ALE,3.5,Butte Creek Organic Revolution XI Imperial IPA,8.6
Butte Creek Brewing Company,INDIA_PALE_ALE,4,Fresh Hop Organic Initial Attack Wildfire IPA,6.6
Butte Creek Brewing Company,INDIA_PALE_ALE,3.5,Brave Hand IPA,7.1
Amsterdam Brewing Company,INDIA_PALE_ALE,3.5,Amsterdam/Great Lakes The Devil Shaker,6.5
Cumberland Brews,INDIA_PALE_ALE,4.5,Amarillo IPA,7.5
DC Brau Brewing Co.,INDIA_PALE_ALE,4.5,The Corruption,6.8
Lengthwise Brewing Company,INDIA_PALE_ALE,3.5,Lengthwise Centennial Ale,6.5
Gardner Ale House,INDIA_PALE_ALE,4,Face-off,9.5
Gardner Ale House,INDIA_PALE_ALE,4.5,X-IPA,7.5
Gardner Ale House,INDIA_PALE_ALE,4,Facelift IPA,6.2
Moor Beer Company,INDIA_PALE_ALE,4.5,JJJ IPA,9.5
Rogue Ales,INDIA_PALE_ALE,4.5,Eugene City Brewery Track Town 100 Meter Ale,6.25
Rogue Ales,INDIA_PALE_ALE,3,Two Tier Bier (15th Anniversary),7.5
Rogue Ales,INDIA_PALE_ALE,3,XS Imperial India Pale Ale,9.5
Rogue Ales,INDIA_PALE_ALE,5,Integrity IPA,7.2
Rogue Ales,INDIA_PALE_ALE,3,Yellow Snow IPA,6.2
Rogue Ales,INDIA_PALE_ALE,4,"Rogue Ten Thousand Brew Ale (Brew 10,000)",10
Lucky Labrador Beer Hall,INDIA_PALE_ALE,4.5,Triple Threat IPA,6
Lucky Labrador Beer Hall,INDIA_PALE_ALE,3.5,Super Duper Dog,9.1
Barrier Brewing Company,INDIA_PALE_ALE,3.5,Mare Undarum,5.9
Barrier Brewing Company,INDIA_PALE_ALE,3.5,Dunegrass,7.9
Barrier Brewing Company,INDIA_PALE_ALE,4.5,Ruthless Rye IPA,6.4
Foothills Brewing & Beverage Co.,INDIA_PALE_ALE,3.5,Shipwreck IPA,7.2
Beer Here,INDIA_PALE_ALE,4,Hopfix,6.5
Beer Here,INDIA_PALE_ALE,4,Jule IPA,7
CervecerÃ­a Minerva,INDIA_PALE_ALE,4.5,Minerva 7:50,7
CervecerÃ­a Minerva,INDIA_PALE_ALE,4,Morning Star Breakfast IPA,7.8
Ramsgate Brewery,INDIA_PALE_ALE,3.5,Gadds' India,8.3
Prism Brewing Company,INDIA_PALE_ALE,3.5,Bitto Honey IPA,6.5
Prism Brewing Company,INDIA_PALE_ALE,4,Felony IPA,10
Samuel Smith Old Brewery (Tadcaster),INDIA_PALE_ALE,4.5,Samuel Smith's India Ale,5
Spinnakers Gastro Brewpub & Guesthouse,INDIA_PALE_ALE,3.5,Spinnakers India Pale Ale,7.1
Spinnakers Gastro Brewpub & Guesthouse,INDIA_PALE_ALE,4,Blue Bridge Double Pale Ale,8.2
Karl Strauss Brewing Company,INDIA_PALE_ALE,4,Tower 10 IPA,6.5
Karl Strauss Brewing Company,INDIA_PALE_ALE,3,Karl Strauss Stargazer Ale,4.7
Karl Strauss Brewing Company,INDIA_PALE_ALE,4,Blackball Belgian IPA,8.5
Brouwerij Van Eecke N.V.,INDIA_PALE_ALE,4,Poperings Hommel Bier,7.5
Karl Strauss Brewing Company,INDIA_PALE_ALE,2,Karl Strauss Star Of India Pale Ale,4.9
Karl Strauss Brewing Company,INDIA_PALE_ALE,4.5,To The 9's,9.9
Karl Strauss Brewing Company,INDIA_PALE_ALE,3.5,Tower 10 IPA (double Dry-hopped),6.5
Karl Strauss Brewing Company,INDIA_PALE_ALE,4.5,Tower 20 Double IPA,9
Karl Strauss Brewing Company,INDIA_PALE_ALE,2.5,Big Barrel Double IPA,9
Karl Strauss Brewing Company,INDIA_PALE_ALE,4,Karl Strauss Rye IPA,6.2
Karl Strauss Brewing Company,INDIA_PALE_ALE,3.5,Heavy Petti,8.7
Karl Strauss Brewing Company,INDIA_PALE_ALE,4,Karl Strauss Double IPA,9
Lake Placid Craft Brewing Company,INDIA_PALE_ALE,3.5,Lake Placid India Pale Ale,6.8
Terrapin Beer Company,INDIA_PALE_ALE,3.5,Terrapin Hopsecutioner,7.3
Lake Placid Craft Brewing Company,INDIA_PALE_ALE,3,Lake Placid Shot In The Dark IPA,6.8
La Cumbre Brewing Co.,INDIA_PALE_ALE,4,Three Legged Dog,11
La Cumbre Brewing Co.,INDIA_PALE_ALE,4.5,Elevated IPA,7.2
Baying Hound Aleworks,INDIA_PALE_ALE,2,Sarvara,9
The Mussel Inn,INDIA_PALE_ALE,3.5,Pale Whale Ale,6
Muskoka Brewery,INDIA_PALE_ALE,4,Muskoka Mad Tom IPA,6.4
Muskoka Brewery,INDIA_PALE_ALE,4,Muskoka Born Bitter,7.2
Equinox Brewing Company,INDIA_PALE_ALE,3.5,Meridian IPA,7
Equinox Brewing Company,INDIA_PALE_ALE,4.5,Zenith IPA,6
Equinox Brewing Company,INDIA_PALE_ALE,3,Event Horizon Imperial IPA,9.2
Pints Brewery & Sports Bar,INDIA_PALE_ALE,4.5,Boiler Room IPA,7.25
Browar Na Jurze S.j.,INDIA_PALE_ALE,3.5,Pinta Atak Chmielu,6.1
Milton Brewery,INDIA_PALE_ALE,4,Olympia IPA,5.5
Lancaster Brewing Company,INDIA_PALE_ALE,3.5,Boss Hog,10.1
Lancaster Brewing Company,INDIA_PALE_ALE,3.5,Hop Hog India Pale Ale,7.9
Ellersick Brewing Company,INDIA_PALE_ALE,3,2 Pint IPA,9.5
Front Street Brewery,INDIA_PALE_ALE,4,Front Street Port City IPA,6.5
Green Man Brewery,INDIA_PALE_ALE,4,Green Man India Pale Ale,6
Green Man Brewery,INDIA_PALE_ALE,3.5,Green Man Dry Hopped India Pale Ale,7.4
Green Man Brewery,INDIA_PALE_ALE,3.5,Green Man The Truth,9.5
Sea Dog Brewing Company,INDIA_PALE_ALE,3.5,Sea Dog Old East India Pale Ale,6.2
Big Horse Brew Pub / Horse Feathers & Co.,INDIA_PALE_ALE,3.5,McLovin IPA,6.8
Big Horse Brew Pub / Horse Feathers & Co.,INDIA_PALE_ALE,5,Vernon The Rabbit Slayer,8.5
Big Horse Brew Pub / Horse Feathers & Co.,INDIA_PALE_ALE,3.5,Moped Rider,5.8
Big Horse Brew Pub / Horse Feathers & Co.,INDIA_PALE_ALE,4,High Horse Double IPA,9
Thunder Canyon Brewery,INDIA_PALE_ALE,4,Thunder Canyon Little Red Ryeding Hood IPA,7
Thunder Canyon Brewery,INDIA_PALE_ALE,4,Thunder Canyon Little DIPA,7.8
Thunder Canyon Brewery,INDIA_PALE_ALE,4,Thunder Canyon Good Vibrations IPA,7.2
Thunder Canyon Brewery,INDIA_PALE_ALE,4,Thunder Canyon Thunderhead IPA,5.8
Thunder Canyon Brewery,INDIA_PALE_ALE,4,Thunder Canyon Old Humulus Double IPA,8.5
Honest Town Brewery & The Dark Horse Tavern,INDIA_PALE_ALE,3.5,Honest Town IPA,6.3
Founders Restaurant & Brewing Co.,INDIA_PALE_ALE,4,Big Al,8.8
Gella's Diner & Lb. Brewing Co.,INDIA_PALE_ALE,2.5,India Pale Ale (LB No. 24),6.3
Marble Arch Pub,INDIA_PALE_ALE,4.5,Ginger 6,6
Marble Arch Pub,INDIA_PALE_ALE,3.5,Lagonda IPA,5
Marble Arch Pub,INDIA_PALE_ALE,4,Dobber,5.9
Marble Arch Pub,INDIA_PALE_ALE,4,Marble Utility Special,6.5
Leek Brewing Company Ltd,INDIA_PALE_ALE,3.5,Danebridge IPA,4.1
The Shed Restaurant & Brewery,INDIA_PALE_ALE,4,Spawn Of Oliver,8
The Shed Restaurant & Brewery,INDIA_PALE_ALE,4.5,Hell Spawn,10.5
The Shed Restaurant & Brewery,INDIA_PALE_ALE,3.5,National IPA,6
The Shed Restaurant & Brewery,INDIA_PALE_ALE,3.5,Treebeard,7.5
The Shed Restaurant & Brewery,INDIA_PALE_ALE,4,Three Penny IPA,7
The Shed Restaurant & Brewery,INDIA_PALE_ALE,4,Owen's Double IPA,7.7
The Shed Restaurant & Brewery,INDIA_PALE_ALE,3.5,Rude Boy's Revenge,8.5
The Shed Restaurant & Brewery,INDIA_PALE_ALE,4,Creeper IPA,7.2
Railway City Brewing Company,INDIA_PALE_ALE,3.5,Railway City Dead Elephant Ale,6.8
Railway City Brewing Company,INDIA_PALE_ALE,4,Railway City Double Dead Elephant,6.8
Terrapin Beer Company,INDIA_PALE_ALE,3.5,Terrapin Indiana Krunkles,7.3
Terrapin Beer Company,INDIA_PALE_ALE,4.5,Terrapin Oak Aged Rye Squared,9
Terrapin Beer Company,INDIA_PALE_ALE,4.5,Terrapin Oak Aged Hopsecutioner,7.2
Terrapin Beer Company,INDIA_PALE_ALE,4,Terrapin Hop Shortage Ale,6.2
Terrapin Beer Company,INDIA_PALE_ALE,3.5,Terrapin Rye Squared,8.5
Terrapin Beer Company,INDIA_PALE_ALE,4,Terrapin Monk's Revenge,9.6
Terrapin Beer Company,INDIA_PALE_ALE,4,Terrapin Hopzilla,10.8
Terrapin Beer Company,INDIA_PALE_ALE,4.5,Terrapin Hoptaneous Combustion,9.3
Terrapin Beer Company,INDIA_PALE_ALE,4,Terrapin So Fresh & So Green Green,6.6
Saint Louis Brewery / Schlafly Tap Room,INDIA_PALE_ALE,4,Schlafly American IPA,7.2
Propeller Brewery,INDIA_PALE_ALE,4,Propeller IPA,6.5
Crabtree Brewing Company,INDIA_PALE_ALE,4.5,IFB Black IPA,7
Propeller Brewery,INDIA_PALE_ALE,3.5,Alpha%Dog,5.5
Saint Louis Brewery / Schlafly Tap Room,INDIA_PALE_ALE,4,Southern Hemisphere IPA,7
Saint Louis Brewery / Schlafly Tap Room,INDIA_PALE_ALE,4.5,"Schlafly #20, Volume 4: Southern Hemisphere IPA",7
Double Mountain Brewery & Taproom,INDIA_PALE_ALE,4,India Red Ale (I.R.A.),6.5
Saint Louis Brewery / Schlafly Tap Room,INDIA_PALE_ALE,4.5,Schlafly House In Session Ale,4.2
Keegan Ales,INDIA_PALE_ALE,3.5,Hurricane Kitty,5.5
Saint Louis Brewery / Schlafly Tap Room,INDIA_PALE_ALE,4,Schlafly Export India Pale Ale,8
Saint Louis Brewery / Schlafly Tap Room,INDIA_PALE_ALE,4,Schlafly Rye IPA,6.7
Saint Louis Brewery / Schlafly Tap Room,INDIA_PALE_ALE,3.5,Schlafly Hop Harvest Ale,6.7
Box Steam Brewery,INDIA_PALE_ALE,3.5,Derail Ale,5.2
People's Brewing Company,INDIA_PALE_ALE,4,Space Cowboy,9
People's Brewing Company,INDIA_PALE_ALE,3,Amazon Princess,6.2
People's Brewing Company,INDIA_PALE_ALE,2,Mound Builder IPA,6.5
People's Brewing Company,INDIA_PALE_ALE,4,First Edition Pale Ale,6
Double Mountain Brewery & Taproom,INDIA_PALE_ALE,4,Hop Lava IPA,7
People's Brewing Company,INDIA_PALE_ALE,4,People's IPA,6.2
Double Mountain Brewery & Taproom,INDIA_PALE_ALE,3.5,Molten Lava,8
Double Mountain Brewery & Taproom,INDIA_PALE_ALE,4,Clusterf#ck,6.6
Double Mountain Brewery & Taproom,INDIA_PALE_ALE,4,Empire Strikes Back,6.2
Double Mountain Brewery & Taproom,INDIA_PALE_ALE,4.5,I.R.A. From The Wood,6.8
Double Mountain Brewery & Taproom,INDIA_PALE_ALE,3.5,Killer Green Wet Hopped DIPA,7
Flat Tail Brewing,INDIA_PALE_ALE,4,Paladian DIPA,8
Flat Tail Brewing,INDIA_PALE_ALE,4,Golden Years Pineapple IPA,6.5
Flat Tail Brewing,INDIA_PALE_ALE,4,Mother Superior,6
Flat Tail Brewing,INDIA_PALE_ALE,3.5,Flat Tail Licentious Goat,8.5
Flat Tail Brewing,INDIA_PALE_ALE,3.5,Flat Tail IPA,6.5
Flat Tail Brewing,INDIA_PALE_ALE,4.5,Flat Tail Some Like It Hop,10
Tuatara Brewing Co.,INDIA_PALE_ALE,3,Tuatara India Pale Ale,5
Stewart Brewing Ltd,INDIA_PALE_ALE,3,Pentland IPA,4.1
Listermann Brewing Supply & Mfg,INDIA_PALE_ALE,3.5,Listermann's Enter The Beagle India Pale Ale,6.25
Berkshire Brewing Company Inc.,INDIA_PALE_ALE,4,Lost Sailor India Pale Ale,5.5
Broken Tooth Brewing,INDIA_PALE_ALE,4,Fairweather IPA,6.1
Ironworks Brewpub,INDIA_PALE_ALE,4.5,Hop Killa,6.7
Nebraska Brewing Company,INDIA_PALE_ALE,2,NBC India Pale Ale (IPA),6.6
Nebraska Brewing Company,INDIA_PALE_ALE,4,Romancing The Cone IPA,7
Nebraska Brewing Company,INDIA_PALE_ALE,4.5,New Oak-aged Rye IPA,7.5
Nebraska Brewing Company,INDIA_PALE_ALE,5,Hop God,10
Nebraska Brewing Company,INDIA_PALE_ALE,3.5,Hop God Reserve Series Aged In French Oak Chardonnay Barrels,10
Dale Bros. Brewery,INDIA_PALE_ALE,1.5,Runway I.P.A.,6
Old Mill Brewery & Grill,INDIA_PALE_ALE,3,Colossus IPA,5.5
Sun Up Brewing Co.,INDIA_PALE_ALE,4,Sun Up Trooper IPA,6.2
Summit Brewing Company,INDIA_PALE_ALE,4,Summit India Pale Ale,6.4
Boulevard Brewing Co.,INDIA_PALE_ALE,4,Collaboration No. 2 - White IPA,7.5
Weyermann Brauerei GmbH,INDIA_PALE_ALE,4,Weyermann Imperial India Pale Ale,6.9
GoodLife Brewing Company & Bier Hall,INDIA_PALE_ALE,4,Descender IPA,7
Firestone Walker Brewing Co.,INDIA_PALE_ALE,4.5,Double Jack,9.5
Boulevard Brewing Co.,INDIA_PALE_ALE,4,Single-Wide I.P.A.,5.7
Boulevard Brewing Co.,INDIA_PALE_ALE,4.5,Singlewide Wort Fermented With Tank 7 Yeast - Dry Hopped With Sorachi Ace,6
Firestone Walker Brewing Co.,INDIA_PALE_ALE,4,Union Jack India Pale Ale,7.5
Boulevard Brewing Co.,INDIA_PALE_ALE,4.5,Double Wide I.P.A.,8.5
Berkshire Brewing Company Inc.,INDIA_PALE_ALE,3.5,Berkshire Double Nickel IPA,6.5
Berkshire Brewing Company Inc.,INDIA_PALE_ALE,4,Saint Of Circumstance India Pale Ale,5.7
Great Northern Brewing Co. / Black Star Draught House,INDIA_PALE_ALE,4,Going To The Sun IPA,5.5
Sun Up Brewing Co.,INDIA_PALE_ALE,4,Sun Up Trooper IPA - Amarillo,6.2
Sun Up Brewing Co.,INDIA_PALE_ALE,4.5,Brewer's Den Uwes Hop Glow Triple IPA,11.8
Sun Up Brewing Co.,INDIA_PALE_ALE,3.5,Sun Up Devious Double IPA,8.2
Sun Up Brewing Co.,INDIA_PALE_ALE,4.5,Brewer's Den Triple CCC Imperial IPA,9.4
Heartland Brewery Union Square,INDIA_PALE_ALE,3,Heartland Brewery Indiana Pale Ale,5.9
Heartland Brewery Union Square,INDIA_PALE_ALE,4,Heartland Brewery Mr. Atlas Imperial Pale Ale,8.4
John S. Rhodell Brewery,INDIA_PALE_ALE,3,Hop Head Heaven,6.5
John S. Rhodell Brewery,INDIA_PALE_ALE,5,Imperial Hop Head,9
Revelation Cat Craft Brewing,INDIA_PALE_ALE,3.5,The Woodwork Series- Base Beer,11
Revelation Cat Craft Brewing,INDIA_PALE_ALE,3,The Woodwork Series - French Oak Barreled,11
Revelation Cat Craft Brewing,INDIA_PALE_ALE,4.5,The Woodwork Series- American Oak Barreled,11
Revelation Cat Craft Brewing,INDIA_PALE_ALE,3.5,The Woodwork Series- Acasia Barreled,11
Kenai River Brewing Co.,INDIA_PALE_ALE,4,Sunken Island IPA,6.8
Ram Restaurant & Brewery,INDIA_PALE_ALE,4.5,Batch 999 In Hops We Trust,8.3
Engine 15 Brewing Company,INDIA_PALE_ALE,5,Citra Wet Hopped IPA,6.8
Engine 15 Brewing Company,INDIA_PALE_ALE,3.5,Simcoe Wet Hopped IPA,5.7
Iron Horse Brewery,INDIA_PALE_ALE,4,Cinco De Drinco - The Beer Shoppe 5th Anniversary Ale,8.5
LagerHaus Grill & Brewery,INDIA_PALE_ALE,4,Cattail Pale,6.4
Ice Axe Grill / Mt. Hood Brewing Co.,INDIA_PALE_ALE,3.5,Ice Axe India Pale Ale,5.9
Jolly Pumpkin Artisan Ales,INDIA_PALE_ALE,3.5,Belipago,6
Thornbridge Brewery,INDIA_PALE_ALE,4.5,Jaipur IPA,5.9
Elysian Fields,INDIA_PALE_ALE,5,Hubris Imperial IPA,8.7
Thornbridge Brewery,INDIA_PALE_ALE,3,Halcyon,7.7
Firestone Walker Brewing Co.,INDIA_PALE_ALE,4,Unfiltered Union Jack,7.5
Firestone Walker Brewing Co.,INDIA_PALE_ALE,4,Firestone Private Label IPA,6.7
Firestone Walker Brewing Co.,INDIA_PALE_ALE,3.5,Nectar IPA,6.7
Elliot Glacier Public House,INDIA_PALE_ALE,2.5,Gnarl Ridge IPA,6.2
Oak Creek Brewery And Grill,INDIA_PALE_ALE,4,Oak Creek Snakecharmer IPA,6.5
"Paper City Brewery Co., Inc.",INDIA_PALE_ALE,4,Hop Monster,9.5
Cellar Rats Brewery,INDIA_PALE_ALE,4,Rampage IPA,7.2
Lewis & Clark Brewing Company,INDIA_PALE_ALE,4.5,Tumbleweed IPA,6.6
Golden Valley Brewery and Pub,INDIA_PALE_ALE,3.5,Chehalem Mountain IPA,6.1
Ballast Point Brewing Company,INDIA_PALE_ALE,4.5,Big Eye IPA,7
Diamond Bear Brewing Company,INDIA_PALE_ALE,3,Presidential IPA,6.2
Diamond Bear Brewing Company,INDIA_PALE_ALE,4,Two Term Double IPA,8.5
Upslope Brewing Company,INDIA_PALE_ALE,4,Upslope India Pale Ale,7.2
Upslope Brewing Company,INDIA_PALE_ALE,3.5,Cabernet IPA,7.2
Marshall Brewing Company,INDIA_PALE_ALE,3.5,Atlas India Pale Ale,6.5
Willimantic Brewing Co.,INDIA_PALE_ALE,4,Willimantic 1st Class Festive Ale 2003,8.4
Willimantic Brewing Co.,INDIA_PALE_ALE,3,Willimantic II IPA,8.8
Red Car Brewery and Restaurant,INDIA_PALE_ALE,3.5,South Bay IPA,9.04
Willimantic Brewing Co.,INDIA_PALE_ALE,4,Willimantic IPA 2010,7.3
Willimantic Brewing Co.,INDIA_PALE_ALE,4.5,Willimantic V.E.G. IPA,6.1
Willimantic Brewing Co.,INDIA_PALE_ALE,3.5,Willimantic IPA 2007,6.2
Willimantic Brewing Co.,INDIA_PALE_ALE,4,Willimantic Millennium IPA,6.8
Willimantic Brewing Co.,INDIA_PALE_ALE,4,Willimantic Hop Battle IPA,6.7
Willimantic Brewing Co.,INDIA_PALE_ALE,5,Willimantic Autumnal Equinox IPA,6.6
Willimantic Brewing Co.,INDIA_PALE_ALE,4,Willimantic Junk Mail IPA,6
Willimantic Brewing Co.,INDIA_PALE_ALE,4,Willimantic Barrel Aged IPA-2 Blend,8.5
Willimantic Brewing Co.,INDIA_PALE_ALE,4,Willimantic 1st Class Festive Ale,8.3
Willimantic Brewing Co.,INDIA_PALE_ALE,3.5,Willimantic Pushing The Envelope IPA,6.5
Willimantic Brewing Co.,INDIA_PALE_ALE,4,Willimantic IPA 2006,6.5
